row_number(),Pests,Pests_Key,Pests_Sub_Key,Sci_Name,Res_MOA_Group
267,NON-IMAZAMOX TOLERANT WHEAT,WHEAT,NON-IMAZAMOX TOLERANT WHEAT,TRITICUM SPP.,
268,TANK MIX,REFER TO LABEL,REFER TO LABEL,,
269,VOLUNTEER BARLEY,BARLEY,VOLUNTEER BARLEY,HORDEUM SPP.,
270,VOLUNTEER CANARY SEED,CANARY SEED,VOLUNTEER CANARY SEED,PHALARIS CANARIENSIS,
271,VOLUNTEER CANOLA (NON-IMAZETHAPYR TOLERANT CANOLA ONLY),CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
272,VOLUNTEER DURUM WHEAT,WHEAT,VOLUNTEER DURUM WHEAT,TRITICUM DURUM,
273,VOLUNTEER SPRING WHEAT,WHEAT,VOLUNTEER DURUM WHEAT,TRITICUM DURUM,
274,VOLUNTEER SPRING WHEAT (NON-IMAZAMOX TOLERANT WHEAT),WHEAT,VOLUNTEER DURUM WHEAT,TRITICUM DURUM,
275,VOLUNTEER TAME OATS,OAT,VOLUNTEER TAME OAT,AVENA SATIVA,
276,LONG-SPINED SANDBUR,SANDBUR,LONG SPINED SANDBUR,CENCHRUS LONGISPINUS,
277,QUACKGRASS,QUACKGRASS,QUACKGRASS,ELYMUS REPENS,
278,LONG-SPINED SAND BUR (3-5 LEAVES),LONG SPINED SANDBUR,LONG SPINED SANDBUR,CENCHRUS LONGISPINUS,
279,WILD OATS (3-6 LEAVES),OAT,WILD OAT,AVENA FATUA,"1,2,15,1+2,1+2+15,1+2+14+15"
280,VOLUNTEER FLAX,FLAX,VOLUNTEER FLAX,LINUM SPP.,
281,BALL MUSTARD,BALL MUSTARD,BALL MUSTARD,NESLIA PANICULATA,2
282,BLUE BUR,BLUE BUR,BLUE BUR,LAPPULA SQUARROSA,
283,COMMON GROUNDSEL,GROUNDSEL,COMMON GROUNDSEL,SENECIO VULGARIS,5
284,SCENTLESS CHAMOMILE,CHAMOMILE,SCENTLESS CHAMOMILE,TRIPLEUROSPERMUM INODORUM,
285,SHEPHERD'S-PURSE,SHEPHERDS PURSE,SHEPHERDS PURSE,CAPSELLA BURSA-PASTORIS,2
286,SOW THISTLE (ANNUAL),SOW THISTLE,ANNUAL SOW THISTLE,SONCHUS OLERACEUS,
287,SOW THISTLE (PERENNIAL),SOW THISTLE,PERENNIAL SOW THISTLE,SONCHUS ARVENSIS,
288,STORK'S-BILL,STORKS BILL,STORKS BILL,ERODIUM CICUTARIUM,
289,TOADFLAX,TOADFLAX,TOADFLAX,LINARIA VULGARIS,
290,VOLUNTEER RAPESEED,CANOLA,VOLUNTEER RAPESEED,BRASSICA NAPUS,
291,WILD ROSE,ROSE,WILD ROSE,ROSA ACICULARIS,
292,VOLUNTEER OATS,OAT,VOLUNTEER OAT,AVENA SATIVA,
293,POTATO VINE,POTATO,POTATO,SOLANUM TUBEROSUM,
294,EYELLOW FOXTAIL,FOXTAIL,YELLOW FOXTAIL,SETARIA PUMILA,5
295,"AMERICAN NIGHTSHADE  (INCLUDING TRIAZINE, GROUP 2 AND GLYPHOSATE-TOLERANT BIOTYPES)	",NIGHTSHADE,AMERICAN NIGHTSHADE,SOLANUM AMERICANUM,
296,BARNYARD GRASS UP TO 2-LEAF,BARNYARD GRASS,COMMON BARNYARD GRASS,ECHINOCHLOA CRUSGALLI,5
297,CANADA FLEABANE (1  10 CM),FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
298,CANADA FLEABANE UP TO 10 CM IN HEIGHT (INCLUDING TRIAZINE AND GROUP 2 TOLERANT BIOTYPES),FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
299,COMMON RAGWEED (INCLUDING TRIAZINE AND GROUP 2 TOLERANT BIOTYPES),RAGWEED,COMMON RAGWEED,AMBROSIA ARTEMISIIFOLIA,"2,5,2+5,2+9,2+5+9,2+5+14,2+5+9+14"
300,COMMON WATERHEMP,AMARANTH,COMMON WATERHEMP,AMARANTHUS TAMARISCINUS,
301,COMMON WATERHEMP (INCLUDING TRIAZINE AND GROUP 2 TOLERANT BIOTYPES),AMARANTH,COMMON WATERHEMP,AMARANTHUS TAMARISCINUS,
302,CRABGRASS (HAIRY) UP TO 2-LEAF,CRABGRASS,HAIRY CRABGRASS,DIGITARIA SANGUINALIS,
303,CRABGRASS (SMOOTH),CRABGRASS,SMOOTH CRABGRASS,DIGITARIA ISCHAEMUM,
304,CRABGRASS (SMOOTH) UP TO 2-LEAF,CRABGRASS,SMOOTH CRABGRASS,DIGITARIA ISCHAEMUM,
305,EASTERN BLACK NIGHTSHADE (INCLUDING TRIAZINE AND GROUP 2 TOLERANT BIOTYPES),NIGHTSHADE,EASTERN BLACK NIGHTSHADE,SOLANUM PTYCANTHUM,
306,FALL PANICUM UP TO 2-LEAF,FALL PANICUM,FALL PANICUM,PANICUM DICHTOMIFLORUM,
307,FOXTAIL (GIANT) UP TO 2-LEAF,FOXTAIL,GIANT FOXTAIL,SETARIA FABERI,2
308,FOXTAIL (GREEN) UP TO 2-LEAF,FOXTAIL,GREEN FOXTAIL,SETARIA VIRIDIS,"2,1,1+3,3"
309,FOXTAIL (YELLOW),FOXTAIL,YELLOW FOXTAIL,SETARIA PUMILA,5
310,FOXTAIL (YELLOW) UP TO 2-LEAF,FOXTAIL,YELLOW FOXTAIL,SETARIA PUMILA,5
311,GIANT RAGWEED (1  10 CM),RAGWEED,GIANT RAGWEED,AMBROSIA TRIFIDA,"9,2+9"
312,HAIRY GALINSOGA (0-10 CM),GALINSOGA,HAIRY GALINSOGA,GALINSOGA QUADRIRADIATA,
313,"HAIRY GALINSOGA (INCLUDING TRIAZINE, GROUP 2 AND GLYPHOSATE-TOLERANT BIOTYPES)",GALINSOGA,HAIRY GALINSOGA,GALINSOGA QUADRIRADIATA,
314,LAMBSQUARTERS (INCLUDING TRIAZINE AND GROUP 2 TOLERANT BIOTYPES),LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
315,REDROOT PIGWEED (INCLUDING TRIAZINE AND GROUP 2 TOLERANT BIOTYPES),AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
316,VELVETLEAF (INCLUDING TRIAZINE AND GROUP 2 TOLERANT BIOTYPES),VELVETLEAF,VELVETLEAF,ABUTILON THEOPHRASTI,
317,WILD MUSTARD (INCLUDING TRIAZINE AND GROUP 2 TOLERANT BIOTYPES),WILD MUSTARD,WILD MUSTARD,RHAMPHOSPERMUM ARVENSE,"2,4,5"
318,WITCHGRASS UP TO 2-LEAF,WITCHGRASS,WITCHGRASS,PANICUM CAPILLARE,5
319,YELLOW NUTSEDGE (1  15 CM),NUTSEDGE,YELLOW NUTSEDGE,CYPERUS ESCULENTUS,
320,"AMERICAN NIGHTSHADE  (INCLUDING TRIAZINE, GROUP 2 AND GLYPHOSATE-TOLERANT BIOTYPES)",NIGHTSHADE,AMERICAN NIGHTSHADE,SOLANUM AMERICANUM,
321,"AMERICAN NIGHTSHADE (INCLUDING TRIAZINE, GROUP 2 AND GLYPHOSATE-TOLERANT BIOTYPES)",NIGHTSHADE,AMERICAN NIGHTSHADE,SOLANUM AMERICANUM,
322,"CANADA FLEABANE (1  20 CM)  (INCLUDING TRIAZINE,  GLYPHOSATE-TOLERANT, AND GROUP 2 TOLERANT BIOTYPES)",FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
323,"COMMON RAGWEED  (INCLUDING TRIAZINE,  GLYPHOSATE-TOLERANT, AND GROUP 2 TOLERANT BIOTYPES)",RAGWEED,COMMON RAGWEED,AMBROSIA ARTEMISIIFOLIA,"2,5,2+5,2+9,2+5+9,2+5+14,2+5+9+14"
324,"COMMON RAGWEED  (INCLUDING TRIAZINE, GROUP 2 AND GLYPHOSATE-TOLERANT BIOTYPES)",RAGWEED,COMMON RAGWEED,AMBROSIA ARTEMISIIFOLIA,"2,5,2+5,2+9,2+5+9,2+5+14,2+5+9+14"
325,CRAB GRASS (HAIRY),CRABGRASS,HAIRY CRABGRASS,DIGITARIA SANGUINALIS,
326,CRAB GRASS (SMOOTH),CRABGRASS,SMOOTH CRABGRASS,DIGITARIA ISCHAEMUM,
327,"EASTERN BLACK NIGHTSHADE (INCLUDING TRIAZINE,  GLYPHOSATE-TOLERANT, AND GROUP 2 TOLERANT BIOTYPES)",NIGHTSHADE,EASTERN BLACK NIGHTSHADE,SOLANUM PTYCANTHUM,
328,"EASTERN BLACK NIGHTSHADE (INCLUDING TRIAZINE, GROUP 2 AND GLYPHOSATE-TOLERANT BIOTYPES)",NIGHTSHADE,EASTERN BLACK NIGHTSHADE,SOLANUM PTYCANTHUM,
329,"GIANT RAGWEED (1  10 CM)  (INCLUDING TRIAZINE,  GLYPHOSATE-TOLERANT, AND GROUP 2 TOLERANT BIOTYPES)",RAGWEED,GIANT RAGWEED,AMBROSIA TRIFIDA,"9,2+9"
330,"HAIRY GALINSOGA (0-10 CM)  (INCLUDING TRIAZINE,  GLYPHOSATE-TOLERANT, AND GROUP 2 TOLERANT BIOTYPES)",GALINSOGA,HAIRY GALINSOGA,GALINSOGA QUADRIRADIATA,
331,"LADYS THUMB  (INCLUDING TRIAZINE, GROUP 2 AND GLYPHOSATE-TOLERANT BIOTYPES)",SMARTWEED,LADYS THUMB,PERSICARIA MACULOSA,
332,"LADYS THUMB (INCLUDING TRIAZINE,  GLYPHOSATE-TOLERANT, AND GROUP 2 TOLERANT BIOTYPES)",SMARTWEED,LADYS THUMB,PERSICARIA MACULOSA,
333,"LAMBSQUARTERS  (INCLUDING TRIAZINE,  GLYPHOSATE-TOLERANT, AND GROUP 2 TOLERANT BIOTYPES)",LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
334,"LAMBSQUARTERS  (INCLUDING TRIAZINE, GROUP 2 AND GLYPHOSATE-TOLERANT BIOTYPES)",LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
335,"REDROOT PIGWEED  (INCLUDING TRIAZINE,  GLYPHOSATE-TOLERANT, AND GROUP 2 TOLERANT BIOTYPES)",AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
336,"REDROOT PIGWEED  (INCLUDING TRIAZINE, GROUP 2 AND GLYPHOSATE-TOLERANT BIOTYPES)",AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
337,"VELVETLEAF  (INCLUDING TRIAZINE,  GLYPHOSATE-TOLERANT, AND GROUP 2 TOLERANT BIOTYPES)",VELVETLEAF,VELVETLEAF,ABUTILON THEOPHRASTI,
338,"VELVETLEAF  (INCLUDING TRIAZINE, GROUP 2 AND GLYPHOSATE-TOLERANT BIOTYPES)",VELVETLEAF,VELVETLEAF,ABUTILON THEOPHRASTI,
339,"WATERHEMP  (INCLUDING TRIAZINE,  GLYPHOSATE-TOLERANT, AND GROUP 2 TOLERANT BIOTYPES)",AMARANTH,WATERHEMP,AMARANTHUS SPP.,"2,2+5,2+9,2+14,2+27,5+9,2+5+9,2+9+14,2+5+9+14,2+5+9+14+27"
340,"WILD BUCK WHEAT  (INCLUDING TRIAZINE,  GLYPHOSATE-TOLERANT, AND GROUP 2 TOLERANT BIOTYPES)",BUCKWHEAT,WILD BUCKWHEAT,FALLOPIA CONVOLVULUS,2
341,"WILD BUCK WHEAT  (INCLUDING TRIAZINE, GROUP 2 AND GLYPHOSATE-TOLERANT BIOTYPES)",BUCKWHEAT,WILD BUCKWHEAT,FALLOPIA CONVOLVULUS,2
342,"WILD MUSTARD  (INCLUDING TRIAZINE,  GLYPHOSATE-TOLERANT, AND GROUP 2 TOLERANT BIOTYPES)",WILD MUSTARD,WILD MUSTARD,RHAMPHOSPERMUM ARVENSE,"2,4,5"
343,WILD MUSTARD  (INCLUD,WILD MUSTARD,WILD MUSTARD,RHAMPHOSPERMUM ARVENSE,"2,4,5"
344,SKIN COLOUR ENHANCEMENT OF RED SKINNED POTATOES,POTATO,RED SKIN POTATO,SOLANUM TUBEROSUM,
345,GOAT'S BEARD,GOATSBEARD,GOATSBEARD,TRAGOPOGON SPP.,
346,NARROW-LEAVED HAWK'S-BEARD,HAWKSBEARD,NARROWLEAF HAWKSBEARD,CREPIS TECTORUM,2
347,ALSIKE CLOVER,CLOVER,ALSIKE CLOVER,TRIFOLIUM HYBRIDUM,
348,KUDZU,KUDZU,JAPANESE ARROWROOT,PUERARIA SPP.,
349,VOLUNTEER ALFALFA,ALFALFA,VOLUNTEER ALFALFA,MEDICAGO SATIVA,
350,VETCH (VICIA SPP.),VETCH,VETCH,VICIA SPP.,
351,CANADA THISTLE HEAVY POPULATIONS,THISTLE,CANADA THISTLE,CIRSIUM ARVENSE,
352,DESSICANT ALFALFA GROWN FOR SEED,ALFALFA,DESSICANT ALFALFA,MEDICAGO SATIVA,
353,PERENNIAL SOW THISTLE,SOW THISTLE,PERENNIAL SOW THISTLE,SONCHUS ARVENSIS,
354,PRIMOCANES,FRUIT CANE,FRUIT CANE,,
355,QUACKGRASS HEAVY POPULATION,QUACKGRASS,QUACKGRASS,ELYMUS REPENS,
356,QUACKGRASS HEAVY POPULATIONS,QUACKGRASS,QUACKGRASS,ELYMUS REPENS,
357,ROUND-LEAVED MALLOW,MALLOW,ROUND LEAVED MALLOW,MALVA PUSILLA,
358,SEGREGATING WILD TYPE PLANTS CANOLA,CANOLA,CANOLA,BRASSICA NAPUS,
359,STORK?S-BILL,STORKS BILL,STORKS BILL,ERODIUM CICUTARIUM,
360,VOLUNTEER BARLEY HEAVY POPULATIONS,BARLEY,VOLUNTEER BARLEY,HORDEUM SPP.,
361,VOLUNTEER WHEAT,WHEAT,VOLUNTEER WHEAT,TRITICUM SPP.,
362,VOLUNTEER WHEAT HEAVY POPULATIONS,WHEAT,VOLUNTEER WHEAT,TRITICUM SPP.,
363,WEEDS PRESENT IN THE FIELD,WEEDS,WEEDS,,
364,WILD BUCKWHEAT HEAVY POPULATIONS,BUCKWHEAT,WILD BUCKWHEAT,FALLOPIA CONVOLVULUS,2
365,WILD (ANNUAL) SUNFLOWER,WILD SUNFLOWER,WILD SUNFLOWER,JERUSALEM ARTICHOKE,
366,WOODY GROWTH,WOODY WEEDS,WOODY GROWTH,,
367,ABARNYARD GRASS,GRASS,COMMON BARNYARD GRASS,ECHINOCHLOA CRUSGALLI,5
368,DOWNY BROME,BROME,DOWNEY BROME,BROMUS TECTORUM,9
369,JAPANESE BROME,BROME,JAPANESE BROME,BROMUS JAPONICUS THUNB. EX MURR,
370,QUACK GRASS,QUACKGRASS,QUACKGRASS,ELYMUS REPENS,
371,VOLUNTEER CORN,CORN,VOLUNTEER CORN,ZEA MAYS,
372,COMMON RAGWEED (AMBROSIA ARTEMISIIFOLIA),RAGWEED,COMMON RAGWEED,AMBROSIA ARTEMISIIFOLIA,"2,5,2+5,2+9,2+5+9,2+5+14,2+5+9+14"
373,ANNUAL SMARTWEED (LADY?S-THUMB),SMARTWEED,ANNUAL SMARTWEED,PERSICARIA PENSYLVANICA,
374,ANNUAL SMARTWEED (SMARTWEED),SMARTWEED,ANNUAL SMARTWEED,POLYGONUM PENSYLVANICUM,
375,FOXTAIL,FOXTAIL,FOXTAIL,SETARIA SPP.,
376,HEMPNETTLE,HEMPNETTLE,COMMON HEMPNETTLE,GALEOPSIS TETRAHIT,"2,4"
377,VOLUNTEER TAME OAT,OAT,VOLUNTEER TAME OAT,AVENA SATIVA,
378,WILD OAT,OAT,WILD OAT,AVENA FATUA,"1,2,15,1+2,1+2+15,1+2+14+15"
379,ANNUAL BLUEGRASS AT THE 2-6 LEAF STAGE,BLUEGRASS,ANNUAL BLUE GRASS,POA ANNUA,
380,CRABGRASS (LARGE),CRABGRASS,LARGE CRABGRASS,DIGITARIA SANGUINALIS,
381,VOLUNTEER CANARY GRASS,CANARY SEED,VOLUNTEER CANARY SEED,PHALARIS CANARIENSIS,
382,DIFFUSE KNAPWEED,KNAPWEED,DIFFUSE KNAPWEED,CENTAUREA DIFFUSA,
383,OX-EYE DAISY,OXEYE DAISY,OXEYE DAISY,CHRYSANTHEMUM LEUCANTHEMUM,
384,PERENNIAL VETCH SPECIES,VETCH,PERENNIAL VETCH,VICIA SPP.,
385,SPOTTED KNAPWEED,KNAPWEED,SPOTTED KNAPWEED,CENTAUREA STOEBE,4
386,TUFTED VETCH,VETCH,TUFTED VETCH,VICIA CRACCA,
387,BLUEWEED,BLUEWEED,BLUEWEED,ECHIUM VULGARE,
388,CRAB GRASS,CRABGRASS,CRABGRASS,DIGITARIA SPP.,
389,GIANT FOXTAIL,FOXTAIL,GIANT FOXTAIL,SETARIA FABERI,2
390,JOHNSONGRASS SEEDLING,JOHNSON GRASS,JOHNSON GRASS,SORGHUM HALEPENSE,
391,NIGHTSHADE,NIGHTSHADE,NIGHTSHADE,SOLANUM SPP.,
392,WITCH GRASS,WITCHGRASS,WITCHGRASS,PANICUM CAPILLARE,5
393,"BUCKWHEAT, WILD (2-4 LEAF STAGE)",BUCKWHEAT,WILD BUCKWHEAT,FALLOPIA CONVOLVULUS,2
394,"CANOLA, VOLUNTEER (2-4 LEAF STAGE)",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
395,"CANOLA, VOLUNTEER (2-4 LEAF STAGE, HERBICIDE-TOLERANT CANOLA)",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
396,"CHICKWEED, COMMON (2-4 LEAF STAGE)",CHICKWEED,COMMON CHICKWEED,STELLARIA MEDIA,2
397,CLEAVERS (2-4 LEAF STAGE),CLEAVERS,CLEAVERS,GALIUM APARINE L.,
398,HEMPNETTLE (2-4 LEAF STAGE),HEMPNETTLE,COMMON HEMPNETTLE,GALEOPSIS TETRAHIT,"2,4"
399,"MUSTARD, WILD (2-4 LEAF STAGE)",WILD MUSTARD,WILD MUSTARD,RHAMPHOSPERMUM ARVENSE,"2,4,5"
400,"PIGWEED, REDROOT (2-4 LEAF STAGE)",AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
401,SEE LABEL TANK MIX,REFER TO LABEL,REFER TO LABEL,,
402,SHEPHERD'S-PURSE (2-4 LEAF STAGE),SHEPHERDS PURSE,SHEPHERDS PURSE,CAPSELLA BURSA-PASTORIS,2
403,SMARTWEED (2-4 LEAF STAGE),SMARTWEED,SMARTWEED,PERSICARIA SPP.,
404,"SOWTHISTLE, ANNUAL (2-4 LEAF STAGE)",SOW THISTLE,ANNUAL SOW THISTLE,SONCHUS OLERACEUS,
405,"SOWTHISTLE, PERENNIAL (2-4 LEAF STAGE)",SOW THISTLE,PERENNIAL SOW THISTLE,SONCHUS ARVENSIS,
406,STINKWEED (2-4 LEAF STAGE),FIELD PENNYCRESS,STINKWEED,THLASPI ARVENSE,2
407,ALFALFA (GROWN FOR SEED),ALFALFA,ALFALFA,MEDICAGO SATIVA,
408,DRY COMMON BEANS,COMMON BEAN,DRY COMMON BEANS,PHASEOLUS VULGARIS,
409,JIMSONWEED,JIMSONWEED,JIMSONWEED,DATURA STRAMONIUM,
410,PRIMOCANE,FRUIT CANE,FRUIT CANE,,
411,SEGREGATING WILD TYPE PLANTS,WEEDS,WEEDS,,
412,BRISTLY FOXTAIL,FOXTAIL,BRISTLY FOXTAIL,SETARIA BARBATA,
413,CRABGRASS,CRABGRASS,CRABGRASS,DIGITARIA SPP.,
414,SHEPHERD?S- PURSE,SHEPHERDS PURSE,SHEPHERDS PURSE,CAPSELLA BURSA-PASTORIS,2
415,BARNYARD GRASS 4 LEAF STAGE,BARNYARD GRASS,COMMON BARNYARD GRASS,ECHINOCHLOA CRUSGALLI,5
416,CANADA THISTLE UP TO 10 CM HEIGHT,THISTLE,CANADA THISTLE,CIRSIUM ARVENSE,
417,CLEAVERS 2 WHORLS,CLEAVERS,CLEAVERS,GALIUM APARINE L.,
418,COMMON CHICKWEED 4 LEAF PAIRS,CHICKWEED,COMMON CHICKWEED,STELLARIA MEDIA,2
419,COW COCKLE 4 LEAF STAGE,COW COCKLE,COW COCKLE,VACCARIA HISPANICA,2
420,DANDELION 1-15 CM ROSETTE,DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
421,"EMERGED, YOUNG, ACTIVELY GROWING WEEDS",WEEDS,WEEDS,,
422,FLIXWEED UP TO 10 CM HEIGHT,FLIXWEED,FLIXWEED,DESCURANIA SOPHIA,
423,"GREEN FOXTAIL 6 LEAF STAGE, MAXIMUM 3 TILLERS",FOXTAIL,GREEN FOXTAIL,SETARIA VIRIDIS,"2,1,1+3,3"
424,HEMP-NETTLE 3 LEAF PAIRS,HEMPNETTLE,COMMON HEMPNETTLE,GALEOPSIS TETRAHIT,"2,4"
425,HEMP-NETTLE 4 LEAF PAIRS,HEMPNETTLE,COMMON HEMPNETTLE,GALEOPSIS TETRAHIT,"2,4"
426,KOCHIA UP TO 8 CM HEIGHT,KOCHIA,KOCHIA,BASSIA SCOPARIA,"2,2+4,2+9,2+14,2+4+9"
427,LADYS-THUMB 6 LEAF STAGE,SMARTWEED,LADYS THUMB,PERSICARIA MACULOSA,
428,LAMBS-QUARTERS 6 LEAF STAGE,LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
429,PERENNIAL SOW THISTLE 8  LEAF STAGE,SOW THISTLE,PERENNIAL SOW THISTLE,SONCHUS ARVENSIS,
430,QUACKGRASS 4 LEAF STAGE,QUACKGRASS,QUACKGRASS,ELYMUS REPENS,
431,REDROOT PIGWEED 4 LEAF STAGE,AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
432,ROUND-LEAVED MALLOW 4 LEAF STAGE,MALLOW,ROUND LEAVED MALLOW,MALVA PUSILLA,
433,RUSSIAN THISTLE UP TO 8 CM HEIGHT,RUSSIAN THISTLE,RUSSIAN THISTLE,KALI TRAGUS,2
434,SCENTLESS CHAMOMILE UP TO 10 CM HEIGHT,CHAMOMILE,SCENTLESS CHAMOMILE,TRIPLEUROSPERMUM INODORUM,
435,SHEPHERDS-PURSE 6 LEAF STAGE,SHEPHERDS PURSE,SHEPHERDS PURSE,CAPSELLA BURSA-PASTORIS,2
436,SMARTWEED 6 LEAF STAGE,SMARTWEED,SMARTWEED,PERSICARIA SPP.,
437,STINKWEED 8 LEAF STAGE,FIELD PENNYCRESS,STINKWEED,THLASPI ARVENSE,2
438,STORKS-BILL 3 LEAF STAGE,STORKS BILL,STORKS BILL,ERODIUM CICUTARIUM,
439,VOLUNTEER BARLEY  MAXIMUM 2 TILLERS LEAF STAGE,BARLEY,VOLUNTEER BARLEY,HORDEUM SPP.,
440,VOLUNTEER FLAX UP TO 6 CM HEIGHT,FLAX,VOLUNTEER FLAX,LINUM SPP.,
441,VOLUNTEER WHEAT MAXIMUM 2 TILLERS 4 LEAF STAGE,WHEAT,VOLUNTEER WHEAT,TRITICUM SPP.,
442,WILD BUCKWHEAT 3 LEAF STAGE,BUCKWHEAT,WILD BUCKWHEAT,FALLOPIA CONVOLVULUS,2
443,WILD MUSTARD 5 LEAF STAGE,WILD MUSTARD,WILD MUSTARD,RHAMPHOSPERMUM ARVENSE,"2,4,5"
444,WILD OATS  MAXIMUM 2 TILLERS,OAT,WILD OAT,AVENA FATUA,"1,2,15,1+2,1+2+15,1+2+14+15"
445,CANOLA (INCLUDING TRIAZINE TOLERANT CANOLA),CANOLA,CANOLA,BRASSICA NAPUS,
446,POTATOES,POTATO,POTATO,SOLANUM TUBEROSUM,
447,WILD OATS 4 LEAF STAGE MAXIMUM 2 TILLERS,OAT,WILD OAT,AVENA FATUA,"1,2,15,1+2,1+2+15,1+2+14+15"
448,ALDER (ALNUS SPP.),ALDER,ALDER,ALNUS SPP.,
449,ALFALFA (MEDICAGO SATIVA),ALFALFA,ALFALFA,MEDICAGO SATIVA,
450,ANNUAL BLUEGRASS (POA ANNUA),BLUEGRASS,ANNUAL BLUE GRASS,POA ANNUA,
451,BARNYARD GRASS (ECHINOCHLOA CRUS-GALLI),BARNYARD GRASS,COMMON BARNYARD GRASS,ECHINOCHLOA CRUSGALLI,5
452,BIRCH (BETULA SPP.),BIRCH,BIRCH,BETULA SPP.,
453,BLUEGRASS (CANADA) (POA COMPRESSA),BLUEGRASS,CANADA BLUEGRASS,POA COMPRESSA,
454,BLUEGRASS (KENTUCKY) (POA PRATENSIS),BLUEGRASS,KENTUCKY BLUEGRASS,POA PRATENSIS,
455,BROADLEAF MEADOWSWEET (SPIRAEA LATIFOLIA),BROADLEAVED MEADOWSWEET,BROADLEAVED MEADOWSWEET,SPIRAEA LATIFOLIA,
456,BROME GRASS (SMOOTH) (BROMUS INERMIS),BROME,SMOOTH BROME GRASS,BROMUS INERMIS,
457,BROOMCORN MILLET (PANICUM MILIACEUM),BROOMCORN MILLET,BROOMCORN MILLET,PANICUM MILIACEUM,
458,CANADA THISTLE (CIRSIUM ARVENSE),THISTLE,CANADA THISTLE,CIRSIUM ARVENSE,
459,CANADIAN RHODODENDRON (RHODODENDRON CANADENSE),RHODODENDRON,CANADIAN RHODODENDRON,RHODODENDRON CANADENSE,
460,CEDAR (THUJA SPP.),CEDAR,CEDAR,THUJA SPP.,
461,CHEATGRASS (BROMUS TECTORUM),BROME,CHEAT GRASS,BROMUS TECTORUM,9
462,CHERRY (PRUNUS SPP.),CHERRY,CHERRY,PRUNUS SPP.,
463,CHICKWEED (STELLARIA MEDIA),CHICKWEED,CHICKWEED,STELLARIA MEDIA,2
464,COCKLEBUR (XANTHIUM STRUMARIUM),COCKLEBUR,COMMON COCKLEBUR,XANTHIUM STRUMARIUM L.,
465,COMMON CATTAIL (TYPHA LATIFOLIA),CATTAIL,COMMON CATTAIL,TYPHA LATIFOLIA,
466,COMMON LAMBS QUARTERS (CHENOPODIUM ALBUM),LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,
467,COMMON MILKWEED (ASCLEPIAS SYRIACA),MILKWEED,COMMON MILKWEED,ASCLEPIAS SYRIACA,
468,CORN SPURRY (SPERGULA ARVENSIS),CORN SPURRY,CORN SPURRY,SPERGULA ARVENSIS,
469,COTTONTOP (ERIOPHORUM CHAMISSONIS),COTTONGRASS,COTTONGRASS,ERIOPHORUM CHAMISSIONIS,
470,COW COCKLE (SAPONARIA VACCARIA),COW COCKLE,COW COCKLE,VACCARIA HISPANICA,2
471,CURLED DOCK (RUMEX CRISPUS),SORREL,CURLED DOCK,RUMEX CRISPUS,
472,DANDELION (TARAXACUM OFFICINALE),DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
473,DODDER (CUSCUTA SPP.),DODDER,DODDER,CUSCUTA SPP.,
474,DOUGLAS FIR (PSEUDOTSUGA SPP.),DOUGLAS FIR,DOUGLAS FIR,PSEUDOTSUGA SPP.,
475,DOWNY BROME (BROMUS TECTORUM),BROME,DOWNEY BROME,BROMUS TECTORUM,9
476,EASTERN BLACK FLOWERING NIGHTSHADE (SOLANUM PTYCANTHUM),NIGHTSHADE,EASTERN BLACK NIGHTSHADE,SOLANUM PTYCANTHUM,
477,FALL PANICGRASS (PANICUM DICHOTOMIFLORUM),FALL PANICGRASS,FALL PANICGRASS,PANICUM DICHOTOMIFLORUM,
478,FLEABANE (CANADA) (ERIGERON CANADENSIS),FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
479,FLIXWEED (DESCURAINIA SOPHIA),FLIXWEED,FLIXWEED,DESCURANIA SOPHIA,
